budget,id,original_language,popularity,release_date,revenue,runtime,tagline,title,Action,Comedy,Drama,Thriller,Fantasy,Walt Disney Pictures,Universal Pictures,Warner Bros.,Columbia Pictures,Paramount Pictures,Relativity Media,Twentieth Century Fox Film Corporation,New Line Cinema
20000000,23367,en,7.716606,2009-08-06,5210988,111,Band Together,Bandslam,0,1,1,0,0,0,0,0,0,0,0,0,0
75000000,23398,en,29.412262,2009-12-21,443140005,88,The Boys are back in town... and they have competition.,Alvin and the Chipmunks: The Squeakquel,0,1,0,0,1,0,0,0,0,0,0,0,0
82000000,23629,en,39.127082,2011-03-24,89792502,110,You will be unprepared,Sucker Punch,1,0,0,1,1,0,0,1,0,0,0,0,0
20000000,23631,en,26.396191,2010-09-01,31327899,105,He was given an offer he couldn't refuse...,Machete,1,1,0,1,0,0,0,0,0,0,0,0,0
15000000,23706,en,13.237835,2009-09-04,40105542,99,A Comedy That Clings,All About Steve,0,1,0,0,0,0,0,0,0,0,0,0,0
30000000,23742,en,25.825771,2010-02-26,55583804,107,Rock out with your Glock out,Cop Out,1,1,0,0,0,0,0,1,0,0,0,0,0
15000,23827,en,47.456823,2007-09-14,193355800,86,What Happens When You Sleep?,Paranormal Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
68000000,24021,en,107.069763,2010-06-23,698491347,124,It all begins ... With a choice.,The Twilight Saga: Eclipse,0,0,1,0,1,0,0,0,0,0,0,0,0
15000000,24150,en,12.929525,2009-08-28,39421467,105,Family Is Forever,Halloween II,0,0,0,0,0,0,0,0,0,0,0,0,0
220000000,24428,en,144.448633,2012-04-25,1519557910,143,Some assembly required.,The Avengers,1,0,0,0,0,0,0,0,0,1,0,0,0
7500000,24684,en,16.990308,2009-10-29,26096852,100,An education isn't always by the book.,An Education,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,24803,en,22.853006,2009-08-06,129540499,123,Based on Two True Stories,Julie & Julia,0,0,1,0,0,0,0,0,1,0,0,0,0
19000000,25195,en,21.959742,2010-01-08,29922472,100,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,Leap Year,0,1,0,0,0,0,1,0,0,0,0,0,0
10000000,25350,en,2.85283,2004-09-14,0,111,People are never who they seem to be.,Imaginary Heroes,0,1,1,0,0,0,0,0,0,0,0,0,0
18000000,25643,en,13.472365,2009-09-18,36133014,109,Sometimes when you least expect it...,Love Happens,0,0,1,0,0,0,1,0,0,0,1,0,0
15000000,25704,en,7.446069,2009-08-21,6405245,89,A Pre-Life Crisis.,Post Grad,0,1,0,0,0,0,0,0,0,0,0,0,0
3000000,25719,en,1.204941,1997-08-22,302204,109,Fat cats are too easy. Go for the big fish.,Shooting Fish,0,1,0,0,0,0,0,0,0,0,0,0,0
10000000,25793,en,18.664624,2009-11-06,47536959,110,Life is hard. Life is short. Life is painful. Life is rich. Life is....Precious.,Precious,0,0,1,0,0,0,0,0,0,0,0,0,0
9000000,25968,en,4.799022,2009-05-16,0,103,"For Veronika, confronting death... is discovering life.",Veronika Decides to Die,0,0,1,0,0,0,0,0,0,0,0,0,0
12000000,26022,en,14.719886,2010-02-12,42345360,145,I am Muslim and i am not a terrorist,My Name Is Khan,0,0,1,0,0,0,0,0,0,0,0,0,0
21000000,26171,en,15.440465,2009-12-04,0,99,Frank's travelling light but carrying excess baggage.,Everybody's Fine,0,0,1,0,0,0,0,0,0,0,0,0,0
0,26320,en,11.870161,2009-09-03,0,120,A Generation Began In His Backyard.,Taking Woodstock,0,1,1,0,0,0,0,0,0,0,0,0,0
1987650,26388,en,32.841229,2010-09-24,19152480,94,"170,000 sq miles of desert. 90 minutes of oxygen. No way out.",Buried,0,0,1,1,0,0,0,0,0,0,0,0,0
52000000,26389,en,27.916284,2010-02-05,52826594,92,Two agents. One city. No merci.,From Paris with Love,1,0,0,1,0,0,0,0,0,0,0,0,0
70000000,26428,en,18.888806,2009-05-17,39041505,127,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,0,0,1,0,0,0,0,0,0,0,0,0,0
1250000,26815,hi,3.000435,2009-12-11,0,156,Welcome to the world of sales boss!,Rocket Singh: Salesman of the Year,0,1,1,0,0,0,0,0,0,0,0,0,0
0,26963,en,10.621353,2009-02-09,0,75,Turn the darkness into light,The Secret of Kells,0,0,0,0,1,0,0,0,0,0,0,0,0
150000000,27022,en,35.580815,2010-07-13,215283742,109,It's The Coolest Job Ever.,The Sorcerer's Apprentice,1,1,1,0,1,1,0,0,0,0,0,0,0
160000000,27205,en,167.58371,2010-07-14,825532764,148,Your mind is the scene of the crime.,Inception,1,0,0,1,0,0,0,1,0,0,0,0,0
0,27374,en,4.653047,2008-06-17,0,84,If you've never seen a ghost... Look closer.,Lake Mungo,0,0,0,1,0,0,0,0,0,0,0,0,0
31000000,27569,en,6.487344,2010-01-21,15134293,105,Don't hope for a miracle. Make one.,Extraordinary Measures,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,27573,en,33.747825,2010-03-16,136e6,110,"It's a Job. It Isn't Personal. Well, Maybe a Little...",The Bounty Hunter,1,0,0,0,0,0,0,0,1,0,1,0,0
110000000,27576,en,48.829437,2010-07-21,293329073,100,Who is Salt?,Salt,1,0,0,1,0,0,0,0,1,0,1,0,0
80000000,27578,en,77.580661,2010-08-03,274470394,103,Choose Your Weapon.,The Expendables,1,0,0,1,0,0,0,0,0,0,0,0,0
100000000,27581,en,24.399642,2010-08-06,170432927,107,When the cops are busy... Our only hope is...,The Other Guys,1,1,0,0,0,0,0,0,1,0,0,0,0
40000000,27582,en,44.094856,2011-01-13,51070807,93,Someone has to fix the problems.,The Mechanic,1,0,0,1,0,0,0,0,0,0,0,0,0
5000000,27585,en,10.095184,2010-12-16,5129058,91,The only way out is through.,Rabbit Hole,0,0,1,0,0,0,0,0,0,0,0,0,0
6500000,28089,en,8.432401,2009-11-13,1521261,113,The Scars of War Will Last Forever,The Messenger,0,0,1,0,0,0,0,0,0,0,0,0,0
27000000,28355,en,23.917982,2009-08-13,29e6,109,Some cases should  never be opened.,Case 39,0,0,0,1,0,0,0,0,0,0,0,0,0
2000000,29406,en,1.20173,2008-04-24,0,90,Some Things in life you can't leave behind,Trucker,0,0,1,0,0,0,0,0,0,0,0,0,0
4000000,29426,en,10.789912,2010-05-06,0,90,Death isn't what it used to be.,Survival of the Dead,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29917,en,20.265518,2009-06-19,0,101,How far would you go to win the ultimate job?,Exam,0,0,0,1,0,0,0,0,0,0,0,0,0
8500000,29963,en,9.230073,2009-11-05,4440055,119,First love burns brightest.,Bright Star,0,0,1,0,0,0,0,0,0,0,0,0,0
23000000,30596,cn,7.876883,2009-12-18,5837674,139,"To save a nations future, they must protect one man from its past.",Bodyguards and Assassins,1,0,1,0,0,0,0,0,0,0,0,0,0
0,31117,en,5.886228,2004-08-27,9109322,88,Meet the new generation of superheroes.,Superbabies: Baby Geniuses 2,0,1,0,0,0,0,0,0,0,0,0,0,0
32000000,31867,en,25.799697,2010-03-18,18409891,111,"For a price, any organ in your body can be replaced. But it can also be repossessed.",Repo Men,1,0,0,1,0,0,1,0,0,0,1,0,0
0,32579,es,2.756435,2008-03-20,23311391,106,The love between a mother and a son knows no Boundraries.,Under the Same Moon,0,0,1,0,0,0,0,0,0,0,0,0,0
40000000,32823,en,17.869443,2010-06-04,90029656,109,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,Get Him to the Greek,0,1,0,0,0,0,1,0,0,0,1,0,0
52000000,32856,en,25.41929,2010-02-10,216485654,125,A Love Story. More or Less.,Valentine's Day,0,1,0,0,0,0,0,0,0,0,0,0,1
5500000,33155,en,2.141143,1980-06-06,4865e3,95,She's too good to be true...and too real to be otherwise.,Galaxina,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,33217,en,21.095489,2010-03-19,75700498,92,"It's not a diary, it's a movie.",Diary of a Wimpy Kid,0,1,0,0,0,0,0,0,0,0,0,0,0
0,33511,en,1.950959,2009-12-25,0,98,As a boy all John Lennon needed was love.,Nowhere Boy,0,0,1,0,0,0,0,0,0,0,0,0,0
25000000,33870,en,1.876811,2009-10-01,20719451,117,最后的舞者,Mao's Last Dancer,0,0,1,0,0,0,0,0,0,0,0,0,0
70000000,33909,en,23.25645,2010-09-02,134748021,133,Gordon never gives up.,Wall Street: Money Never Sleeps,0,0,1,0,0,0,0,0,0,0,0,1,0
20000000,34016,en,16.176976,2010-03-11,49779728,104,"When she's this hot, You get one shot.",She's Out of My League,0,1,0,0,0,0,0,0,0,0,0,0,0
14000000,34563,en,6.733485,2010-03-12,21409028,103,To have and to hold... 'Til dads do us part.,Our Family Wedding,0,1,0,0,0,0,0,0,0,0,0,0,0
0,34592,en,1.563711,2009-01-01,0,92,They're just like you ... only dead,ZMD: Zombies of Mass Destruction,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,34806,en,18.38292,2010-04-23,77477008,106,"Fall in love, get married, have a baby. Not necessarily in that order.",The Back-Up Plan,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,34813,en,24.903418,2010-04-23,2358e4,97,Anyone Else Would Be Dead By Now.,The Losers,1,0,0,1,0,0,0,1,0,0,0,0,0
35000000,35019,en,23.835055,2010-03-26,93246388,109,You'll Believe That Pigs Can Fly!,Nanny McPhee and the Big Bang,0,1,0,0,1,0,1,0,0,0,1,0,0
55000000,35056,en,38.06168,2010-04-08,152263880,97,One ordinary couple. One little white lie.,Date Night,0,1,0,0,0,0,0,0,0,0,0,1,0
35000000,35169,en,13.668633,2010-04-02,39340177,92,He came. He saw. They conquered.,Furry Vengeance,0,1,0,0,0,0,0,0,0,0,0,0,0
20000000,35688,en,2.986286,2010-04-02,60072596,121,Marriage is an institution they're committed to.,Why Did I Get Married Too?,0,1,0,0,0,0,0,0,0,0,0,0,0
60000000,35791,en,2.143764,2010-09-09,300228084,97,She's back...And she's bringing a few of her friends.,Resident Evil: Afterlife,1,0,0,0,0,0,0,0,0,0,0,0,0
15000000,36047,en,0.249245,2000-07-19,5217498,105,What would you do to get in?,The In Crowd,0,0,0,1,0,0,0,0,0,0,0,0,0
4500000,36419,en,14.570359,2010-04-09,3606395,104,Life is the symptom. Death is the cure.,After.Life,0,0,1,1,0,0,0,0,0,0,0,0,0
150000000,36557,en,88.935165,2006-11-14,599045960,144,Everyone has a past. Every legend has a beginning.,Casino Royale,1,0,0,1,0,0,0,0,0,0,0,0,0
54000000,36586,en,67.169587,2002-03-22,155010032,117,Faster. Sharper. Deadlier.,Blade II,1,0,0,1,1,0,0,0,0,0,0,0,1
135000000,36643,en,39.604363,1999-11-08,361832400,128,As the countdown begins for the new millennium there is still one number you can always count on.,The World Is Not Enough,1,0,0,1,0,0,0,0,0,0,0,0,0
45000000,36647,en,43.815492,1998-08-21,131183530,120,Part Man. Part Vampire. All Hero.,Blade,1,0,0,0,0,0,0,0,0,0,0,0,1
65000000,36648,en,49.660055,2004-12-08,128905366,123,The final hunt begins.,Blade: Trinity,1,0,0,1,1,0,0,0,0,0,0,0,1
140000000,36669,en,54.159392,2002-11-17,431971116,133,He’s never been cooler.,Die Another Day,1,0,0,1,0,0,0,0,0,0,0,0,0
36000000,36670,en,23.380757,1983-10-07,16e7,134,Sean Connery is James Bond 007,Never Say Never Again,1,0,0,1,0,0,0,0,0,0,0,0,0
15000000,36691,en,7.497306,2009-09-07,5024782,90,Ben loves his family almost as much as he loves himself,Solitary Man,0,1,1,0,0,0,0,0,0,0,0,0,0
0,36811,en,3.659292,2009-09-04,0,112,Intoxicating. Infuriating. Impossible. Love.,The Last Station,0,0,1,0,0,0,0,0,0,0,0,0,0
0,36825,en,0.082978,2003-01-31,0,101,Just when you thought it was safe to go back into the world...,The R.M.,0,1,0,0,0,0,0,0,0,0,0,0,0
0,36970,en,10.706613,2009-10-17,19406406,84,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,0,0,0,0,0,0,0,0,0,0,0,0,0
15000000,37003,en,0.335195,2007-05-19,22730842,85,Hear See Experience,U2 3D,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,37056,en,16.52083,2010-05-14,0,105,What if you had a second chance to find true love?,Letters to Juliet,0,1,1,0,0,0,0,0,0,0,0,0,0
0,37232,en,0.749699,2003-09-09,0,108,The bitter and the sweet of temporary things.,Travellers and Magicians,0,0,1,0,0,0,0,0,0,0,0,0,0
13000000,37414,en,11.892615,2010-02-19,0,109,Nobody See's It Coming,The Killer Inside Me,0,0,1,1,0,0,0,0,0,0,0,0,0
967686,37495,en,20.544999,2010-05-07,427e4,101,We are 4 Lions.,Four Lions,0,1,1,0,0,0,0,0,0,0,0,0,0
50000000,37686,en,37.069253,2011-06-08,260095987,112,It Arrives.,Super 8,0,0,0,1,0,0,0,0,0,1,0,0,0
26000000,37707,en,23.227877,2009-10-06,0,104,Science's newest miracle...is a mistake.,Splice,0,0,0,1,0,0,0,0,0,0,0,0,0
100000000,37710,en,41.426678,2010-12-08,278731369,103,It all started when he met a woman,The Tourist,1,0,0,1,0,0,0,0,1,0,0,0,0
200000000,37724,en,93.004993,2012-10-25,1108561013,143,Think on your sins.,Skyfall,1,0,0,1,0,0,0,0,1,0,0,0,0
8000000,37735,en,45.395839,2010-09-10,74952305,92,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,0,1,0,0,0,0,0,0,0,0,0,0,0
100000000,37786,en,18.325897,2010-05-26,288347692,146,Carrie on.,Sex and the City 2,0,1,1,0,0,0,0,0,0,0,0,0,1
40000000,37799,en,69.27822,2010-09-30,224920315,120,You don't get to 500 million friends without making a few enemies.,The Social Network,0,0,1,0,0,0,0,0,1,0,1,0,0
75000000,37821,en,23.004607,2010-06-04,98159963,100,Perfect wife. Perfect target.,Killers,1,1,0,1,0,0,0,0,0,0,0,0,0
117000000,37834,en,44.906918,2010-06-15,261930431,109,Every Hit Man Deserves a Second Shot!,Knight and Day,1,1,0,0,0,0,0,0,0,0,0,1,0
10000000,37931,en,14.038512,2010-05-21,611e4,90,He's the ultimate tool.,MacGruber,1,1,0,0,0,0,0,0,0,0,1,0,0
75000000,37958,en,37.917002,2011-11-10,226904017,110,The Gods need a hero.,Immortals,1,0,1,0,1,0,0,0,0,0,0,0,0
50200000,38050,en,26.60772,2011-03-03,127869379,106,Fight for your fate.,The Adjustment Bureau,0,0,0,1,0,0,1,0,0,0,0,0,0
130000000,38055,en,68.757242,2010-10-28,321887208,95,His brain is off the chain.,Megamind,1,1,0,0,0,0,0,0,0,0,0,0,0
32000000,38073,en,13.611544,2010-09-01,42045846,102,A comedy about meeting each other halfway.,Going the Distance,0,1,1,0,0,0,0,0,0,0,0,0,1
17000000,38117,en,24.054062,2011-01-21,43165571,86,Love is never ugly.,Beastly,0,0,1,0,1,0,0,0,0,0,0,0,0
60000000,38167,en,28.800112,2010-08-12,204594016,133,Let Yourself GO,Eat Pray Love,0,0,1,0,0,0,0,0,1,0,0,0,0
80000000,38317,en,27.46264,2011-07-06,169852759,102,Welcome to his jungle.,Zookeeper,0,1,0,0,0,0,0,0,1,0,0,0,0
49900000,38319,en,21.408222,2011-04-08,26121638,102,Get your quest on.,Your Highness,0,1,0,0,0,0,1,0,0,0,0,0,0
60000000,38321,en,28.350927,2011-05-05,78309131,87,Vampire Killer,Priest,1,0,0,1,1,0,0,0,0,0,0,0,0
32000000,38322,en,15.901137,2011-02-16,83615414,107,Momma's got back-up.,"Big Mommas: Like Father, Like Son",1,1,0,0,0,0,0,0,0,0,0,1,0
195000000,38356,en,28.529607,2011-06-28,1123746996,154,The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,1,0,0,0,0,0,0,0,0,1,0,0,0
40000000,38357,en,22.491388,2010-01-12,58785180,102,Breakfast TV just got interesting.,Morning Glory,0,1,1,0,0,0,0,0,0,0,0,0,0
1800000,38358,en,14.838986,2010-08-27,67738090,87,Believe In Him.,The Last Exorcism,0,0,1,1,0,0,0,0,0,0,0,0,0
22000000,38363,en,12.54949,2010-05-20,24188922,108,Wife. Mother. Spy.,Fair Game,0,0,1,1,0,0,0,0,0,0,0,0,0
80000000,38365,en,38.864027,2010-06-24,271430189,102,Boys will be boys. . . some longer than others.,Grown Ups,0,1,0,0,0,0,0,0,1,0,1,0,0
12000000,38448,en,5.841285,2009-09-14,1644755,111,The truth is not what you know. It's what you believe.,Ondine,0,0,1,0,0,0,0,0,0,0,0,0,0
50000000,38579,en,12.25622,2010-06-04,83761844,87,Live Large,Marmaduke,0,1,0,0,0,0,0,0,0,0,0,1,0
260000000,38757,en,48.681969,2010-11-24,591794936,100,They're taking adventure to new lengths.,Tangled,0,0,0,0,0,1,0,0,0,0,0,0,0
69000000,38778,en,11.023691,2010-07-30,86387857,114,Takes One To Know One.,Dinner for Schmucks,0,1,0,0,0,0,0,0,0,1,0,0,0
0,38810,el,28.858238,2009-06-01,110197,94,The cat is the most feared animal there is!,Dogtooth,0,0,1,0,0,0,0,0,0,0,0,0,0
0,38843,en,9.681147,2010-07-23,0,103,A Little Sister Goes A Long Way.,Ramona and Beezus,0,1,0,0,0,0,0,0,0,0,0,0,0
2000000,39013,en,20.834883,2010-06-11,13831503,100,Talking Just Causes Witnesses,Winter's Bone,0,0,1,0,0,0,0,0,0,0,0,0,0
7000000,39053,en,15.212569,2010-06-18,0,91,John met the woman of his dreams. Then he met her son ...,Cyrus,0,1,1,0,0,0,0,0,0,0,0,0,0
0,39055,en,0.122874,2008-12-24,140987,94,It's Time To Soar.,Free Style,0,0,1,0,0,0,0,0,0,0,0,0,0
110000000,39254,en,37.195046,2011-09-28,299268508,127,"If you get one shot, make it real.",Real Steel,1,0,1,0,0,0,0,0,0,0,0,0,0
0,39349,en,2.580808,1994-02-25,0,123,He wanted power. He wanted revenge. Now he just wants out.,Sugar Hill,1,0,1,1,0,0,0,0,0,0,0,0,0
100000000,39451,en,32.389353,2010-12-21,310650585,98,"Kids bring everyone closer, right?",Little Fockers,0,1,0,0,0,0,1,0,0,1,1,0,0
35000000,39486,en,9.525037,2010-08-20,60251371,123,The Impossible True Story,Secretariat,0,0,1,0,0,1,0,0,0,0,0,0,0
40000000,39513,en,43.151268,2011-02-14,97552050,104,Who's up for a close encounter?,Paul,0,1,0,0,0,0,1,0,0,0,1,0,0
60000000,39538,en,38.820858,2011-09-08,137551594,106,Nothing spreads like fear,Contagion,0,0,1,1,0,0,0,1,0,0,0,0,0
85000000,39691,en,11.77398,2010-07-30,112483764,82,Just like real spies... only furrier.,Cats & Dogs 2 : The Revenge of Kitty Galore,0,1,0,0,0,0,0,0,0,0,0,0,0
3500000,39781,en,15.338211,2010-07-09,34705850,106,"Nic and Jules had the perfect family, until they met the man who made it all possible.",The Kids Are All Right,0,1,1,0,0,0,0,0,0,0,0,0,0
9000000,39806,en,0.717811,2010-05-14,771499,130,Her heart was torn between love and the future of Hawaii...,Princess Kaiulani,0,0,1,0,0,0,0,0,0,0,0,0,0
20000000,40264,en,17.165039,2010-08-18,80547866,82,Some sagas just won't die.,Vampires Suck,0,1,0,0,0,0,0,0,0,0,0,0,0
120000000,40805,en,31.703608,2011-01-12,227817248,119,Breaking the Law to Protect It.,The Green Hornet,1,1,0,0,0,0,0,0,0,0,0,0,0
8000000,40807,en,33.372828,2011-09-30,39187783,100,It takes a pair to beat the odds.,50/50,0,1,1,0,0,0,0,0,0,0,0,0,0
0,41009,en,3.810943,2009-09-11,0,88,Blood is thicker than water. Nothing is thicker than thieves.,Perrier’s Bounty,1,1,1,0,0,0,0,0,0,0,0,0,0
225000000,41154,en,52.035179,2012-05-23,624026776,106,They are back... in time.,Men in Black 3,1,1,0,0,0,0,0,0,0,0,0,0,0
19000000,41210,en,27.494037,2010-05-11,49830607,101,The most unexpected comedy ever conceived.,The Switch,0,1,1,0,0,0,0,0,0,0,0,0,0
80000000,41216,en,37.321848,2010-07-10,140073390,97,On his way to finding a legend...he will become one.,Legend of the Guardians: The Owls of Ga'Hoole,0,0,0,0,1,0,0,1,0,0,0,0,0
30000000,41233,en,25.060342,2010-08-04,159291809,107,Two Worlds. One Dream.,Step Up 3D,0,0,1,0,0,0,0,0,0,0,0,0,0
24000000,41283,en,26.324874,2010-11-23,23081726,98,Slow Justice is no Justice,Faster,1,0,1,1,0,0,0,0,0,0,0,0,0
20000000,41402,en,19.705311,2010-10-01,24145613,116,Innocence dies. Abby doesn't.,Let Me In,0,0,1,0,0,0,0,0,0,0,0,0,0
3000000,41436,en,22.789649,2010-10-20,177512032,91,In 2009 you demanded it. Nothing can prepare you for what's next.,Paranormal Activity 2,0,0,0,1,0,0,0,0,0,1,0,0,0
20000000,41439,en,36.133536,2010-10-21,136150434,90,The Traps Come Alive,Saw: The Final Chapter,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,41446,en,35.21926,2011-04-11,97138686,111,New Decade. New Rules.,Scream 4,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000,41479,en,14.979375,2009-09-13,7022728,96,"They're not just living the American dream, they're selling it.",The Joneses,0,1,1,0,0,0,0,0,0,0,0,0,0
110000000,41513,en,36.65422,2011-07-29,563749323,103,Smurf Happens.,The Smurfs,0,1,0,0,1,0,0,0,1,0,0,0,0
80000000,41515,en,11.187696,2010-12-11,201584141,80,Life's a Pic-A-Nic,Yogi Bear,0,1,0,0,0,0,0,0,0,0,0,0,0
25000000,41630,en,38.688822,2011-01-21,147780440,107,Friendship has its benefits.,No Strings Attached,0,1,0,0,0,0,0,0,0,0,0,0,0
65000000,41733,en,43.865294,2010-11-04,211780824,95,Leave Your Comfort Zone,Due Date,0,1,1,0,0,0,0,1,0,0,0,0,0
0,42057,en,1.259968,2010-05-07,0,99,Finding the right man can be murder,It's a Wonderful Afterlife,0,1,0,0,0,0,0,0,0,0,0,0,0
15000000,42188,en,30.983397,2010-09-15,9455232,104,These students have everything they need. Except time.,Never Let Me Go,0,0,1,0,0,0,0,0,0,0,0,0,0
55000000,42297,en,22.863516,2010-11-23,89519773,119,It takes a legend... to make a star,Burlesque,0,0,1,0,0,0,0,0,0,0,0,0,0
120000000,42888,en,11.137655,2010-12-17,48668907,121,How do you know it's love?,How Do You Know,0,1,1,0,0,0,0,0,1,0,0,0,0
144000000,43074,en,66.21806,2016-07-14,229147509,116,Who You Gonna Call?,Ghostbusters,1,1,0,0,1,0,0,0,1,0,0,0,0
10000000,43090,en,3.753703,2010-04-30,0,89,Fastest draw in the North... kinda.,Gunless,1,1,1,0,0,0,0,0,0,0,0,0,0
30000000,43347,en,20.236951,2010-11-22,102820008,112,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,0,1,1,0,0,0,0,0,0,0,0,0,0
7347125,43418,en,3.949796,2010-04-15,0,122,BENEATH HILL 60 featuring Captain Woodward MC commanding the Australian Hill 60 Tunnelers of World War 1,Beneath Hill 60,0,0,1,0,0,0,0,0,0,0,0,0,0
30000000,43539,en,34.421696,2010-11-18,51148651,133,What if you had 72 hours to save everything you live for?,The Next Three Days,0,0,1,1,0,0,0,0,0,0,0,0,0
24000000,43593,en,23.343839,2010-08-20,83188165,88,There's something in the water.,Piranha 3D,0,1,0,0,0,0,0,0,0,0,0,0,0
8000000,43923,en,13.143045,2010-07-06,6491240,101,Sometimes what's in your head isn't as crazy as you think.,It's Kind of a Funny Story,0,1,1,0,0,0,0,0,0,0,0,0,0
500000,43933,en,26.406001,2010-06-18,4242978,94,"After Six Years, They're No Longer Aliens. They're Residents",Monsters,0,0,1,1,0,0,0,0,0,0,0,0,0
20000000,43935,en,10.617236,2011-03-16,4634062,107,No pulse? No problem,Dylan Dog: Dead of Night,1,1,0,1,0,0,0,0,0,0,0,0,0
3000000,43942,en,1.781462,2010-10-01,103735,93,Things you always thought you knew but didn't,Freakonomics,0,0,0,0,0,0,0,0,0,0,0,0,0
14000000,43949,en,24.210698,2010-08-06,1755212,89,You never forget your first love.,Flipped,0,0,1,0,0,0,0,0,0,0,0,0,0
18000000,43959,en,19.234672,2011-04-08,47088990,106,"When you come back from a loss, beat the odds, and never say never, you find a champion.",Soul Surfer,1,0,1,0,0,0,0,0,0,0,0,0,0
10000000,44040,en,30.934688,2010-01-13,33583175,80,Bad Things Happen For A Reason,Devil,0,0,0,1,0,0,1,0,0,0,1,0,0
22000000,44113,en,12.445176,2010-10-07,9479718,105,Some People Tell Lies. Others Live Them.,Stone,0,0,1,0,0,0,0,0,0,0,0,0,0
8000000,44147,en,10.791954,2010-06-17,3453043,98,They said 'Take her out'. He got the wrong idea.,Wild Target,1,1,0,0,0,0,0,0,0,0,0,0,0
13000000,44214,en,91.285683,2010-12-02,327803731,108,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,0,0,1,1,0,0,0,0,0,0,0,0,0
38000000,44264,en,49.292384,2010-12-22,252276927,110,Punishment Comes One Way or Another.,True Grit,0,0,1,0,0,0,0,0,0,1,0,0,0
70000000,44564,en,14.780634,2011-01-13,67112664,111,Two best friends. Nothing could come between them... or could it?,The Dilemma,0,1,1,0,0,0,1,0,0,0,0,0,0
50000000,44603,en,13.365715,2010-10-15,105197635,129,Touched by death. Changed by life.,Hereafter,0,0,1,0,1,0,0,1,0,0,0,0,0
2000000,44639,en,16.930914,2010-10-08,7871522,109,"The film that cost $20,000,000,000,000 to make.",Inside Job,0,0,0,0,0,0,0,0,0,0,0,0,0
170000000,44826,en,32.319043,2011-11-22,185770160,126,One of the most legendary directors of our time takes you on an extraordinary adventure.,Hugo,0,0,1,0,0,0,0,0,0,1,0,0,0
7000000,44835,en,13.635828,2010-01-22,382946,106,Sometimes life gives you the finger and sometimes it gives you...,Hesher,0,0,1,0,0,0,0,0,0,0,0,0,0
135000000,44896,en,29.91353,2011-03-02,245724603,107,Heroes come in all different colors.,Rango,0,1,0,0,0,0,0,0,0,1,0,0,0
200000000,44912,en,51.872839,2011-06-16,219851172,114,"In our darkest hour, there will be light.",Green Lantern,1,0,0,1,0,0,0,1,0,0,0,0,0
70000000,44943,en,49.199234,2011-03-08,202466756,116,It's not war. It's survival.,Battle: Los Angeles,1,0,0,0,0,0,0,0,1,0,1,0,0
0,44944,en,1.934524,2010-11-05,37e6,134,Many voices. One poem.,For Colored Girls,0,0,1,0,0,0,0,0,0,0,0,0,0
9500000,44945,en,21.230737,2010-09-10,12e4,104,"What took her family years to build, a stranger stole in an instant.",Trust,0,0,1,1,0,0,0,0,0,0,0,0,0
2500000,45132,en,12.204569,2010-09-09,324138,96,"Shut up, crime!",Super,1,1,1,0,0,0,0,0,0,0,0,0,0
80000000,45243,en,58.040149,2011-05-25,254455986,102,The Wolfpack Is Back,The Hangover Part II,0,1,0,0,0,0,0,1,0,0,0,0,0
15000000,45269,en,54.053576,2010-09-06,414211549,118,Find your voice.,The King's Speech,0,0,1,0,0,0,0,0,0,0,0,0,0
15000000,45272,en,7.809701,2010-12-22,20529194,117,It doesn't matter where you've been as long as you come back strong.,Country Strong,0,0,1,0,0,0,0,0,0,0,0,0,0
25000000,45317,en,31.019381,2010-12-17,93617009,116,Every dream deserves a fighting chance.,The Fighter,0,0,1,0,0,0,0,0,0,1,0,0,0
12500000,45324,en,6.546037,2010-09-16,1083683,108,Honor. Integrity. Principles. Everything is negotiable.,Casino Jack,0,1,1,0,0,0,0,0,0,0,0,0,0
30000000,45610,en,13.268936,2011-09-23,2527904,129,Hope is the greatest weapon of all,Machine Gun Preacher,1,0,0,1,0,0,0,0,0,0,1,0,0
32000000,45612,en,59.19888,2011-03-30,147332697,93,Make Every Second Count,Source Code,0,0,0,1,0,0,0,0,0,0,0,0,0
500000,45649,en,9.108949,2010-07-09,98017,85,Are you TIRED of the expected?,Rubber,0,1,1,0,1,0,0,0,0,0,0,0,0
